gene,Human_GBM_peritumor_astrocytes,Human_sclerotic_hippocampi_astrocytes,Human_fetal_astrocytes,Human_mature_astrocytes,Human_Neurons,Human_Oligodendrocytes,Human_Microglia_Macrophage,Human_Endothelial,Human_Whole_Cortex
FSCN3,0.08663815,0.0858015,0.1,0.1,0.1,0.1,0.1,0.1,0.092408
FSD1,0.09610185,0.072308175,0.577928833,0.1,0.1,0.1,0.1,0.1,0.09065655
FSD1L,2.02580775,3.10888,8.440206667,2.777520833,7.45117,8.175654,0.6,0.336631,3.54644
FSD2,0.0613742,0.058767275,0.101303667,0.115657417,0.1,0.1,0.1,0.1,0.04926935
FSHB,0.095369525,0.1,0.1,0.137791833,0.1,0.1,0.1,0.1,0.1062442
FSHR,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.078559475
FSIP1,0.572262,0.138354,0.363133667,0.280521417,0.967243,0.2379122,0.1,0.2854465,0.788962
FSIP2,0.35615075,0.28378225,0.321249733,0.4538515,0.218491,0.1410456,0.1,0.1,0.4503235
FST,0.3304916,0.1,0.103541667,0.1,0.1,0.1,0.1,0.1,0.087002725
FSTL1,18.6864625,4.716515,21.69588333,12.79960083,3.61956,0.7862334,0.1,7.60855,1.06098
FSTL3,0.2772531,0.1032017,0.104729,0.20490025,0.1,0.1,0.1,0.1,0.115618225
FSTL4,0.0531691,0.06544885,0.162665167,0.182752833,1.23552,0.1,0.1,0.2241735,1.22574075
FSTL5,0.3677035,1.6672405,3.493611,2.18275925,31.2016,0.1511148,0.1,0.2068025,2.374785
FTCD,0.09549535,0.085892025,0.1,0.1,0.1,0.1,0.1,0.1,0.1410637
FTH1,189.069,306.61425,48.32183333,222.3514167,106.772,411.4064,436.6,129.258,40.01805
FTH1P3,2.67817875,0.3805945,2.91562,0.874566833,0.1,0.1601248,0.2,3.07423,2.80955275
FTHL17,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
FTL,104.436525,281.1548,61.21863333,258.6995833,36.6463,205.4066,527.0,131.4798,11.6332325
FTLP10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
FTMT,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
FTO,12.7747925,16.3343425,8.58871,12.36396667,22.3809,11.286352,3.5,3.76779,3.219165
FTSJ1,1.88877825,1.611871,1.724446667,1.460081083,4.07333,1.370535,0.8,2.58476,1.0372295
FTSJ2,6.62528,2.3359,5.786386667,3.638733333,2.64633,2.584044,3.4,1.3644,0.681824
FTSJ3,2.79482675,2.75521,3.195245,2.131952,0.1,1.321089,1.8,0.4642475,0.85137675
FTSJD1,1.38712,1.0946765,1.088224,1.297223417,1.55617,1.0529402,2.2,0.233963,0.44404625
FTSJD2,1.7464525,1.4367575,1.0832575,1.563315167,1.05054,0.7874028,1.0,1.188899,0.326265875
FTX,0.88839475,2.52641,2.639318333,2.1844755,4.27162,0.9097336,1.5,0.561068,1.2829895
FUBP1,11.8996875,10.8189625,32.30196667,11.88396417,19.3846,7.843434,18.7,3.946445,6.6160025
FUBP3,2.47863775,2.74004,2.377233333,3.405370833,3.14336,3.0858634,2.3,1.0744375,0.29492975
FUCA1,3.122655,6.9335175,1.530175667,4.134085833,2.64621,2.013627,12.5,1.80033,1.01593125
FUCA2,4.581379,4.49776,2.267968333,4.086476667,2.54704,3.840502,5.5,1.5628415,0.697141
FUK,0.106083975,0.142499,0.107748833,0.33106275,0.18541,0.2462168,0.2,0.1117425,0.0373907
FUNDC1,3.8626985,9.1560875,0.978698333,8.689568333,14.5714,3.82593,3.0,1.99711,2.567805
FUNDC2,4.4645475,5.7760775,4.509266667,6.873969167,7.76828,5.752462,8.2,3.131925,2.004345
FUNDC2P2,0.1,0.1,0.548422167,0.1,0.1,0.1,0.1,0.1,0.083946325
FURIN,0.10577325,0.265866,2.021972333,0.316870583,0.1,0.1087342,0.3,0.6038505,0.075843375
FUS,2.324357,3.5954375,6.289085,2.273725833,2.58692,3.427146,5.7,1.316212,1.1229175
FUT1,0.1,0.0840078,0.1,0.1,0.113185,0.1,1.0,0.1312415,0.086778875
FUT10,1.745281,4.1043125,1.382511667,11.13136917,1.50703,0.8789714,1.5,0.5287985,0.877559
FUT11,2.632598,2.519545,0.772804,1.324146667,2.61151,1.6579788,3.5,1.1719355,0.4598215
FUT2,0.082993825,0.08269985,0.1,0.119443583,0.1,0.1,0.1,0.1,0.07840425
FUT3,0.085549675,0.1,0.1,0.116268167,0.1,0.1,0.1,0.1,0.1
FUT4,0.64104975,1.17305425,0.294218,0.904559083,1.25051,0.8762364,2.0,0.259363,0.39381525
FUT5,0.1,0.1,0.08794795,0.1,0.1,0.1,0.1,0.1,0.1
FUT6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
FUT7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.08036225
FUT8,6.4412475,18.2553275,12.12914,13.57890333,10.1791,19.0971,1.3,2.51358,4.348115
FUT9,2.814274225,6.638295,8.967048333,15.07335167,9.46538,2.061997,0.1,0.543643,6.3336975
FUZ,0.10421775,0.643125,0.802128333,0.425306417,0.1,0.4082994,0.1,0.1,0.1
FXC1,7.107445,9.6288675,6.885686667,8.623295,9.21979,8.216934,4.5,2.713795,4.71822
FXN,0.311761325,0.51700825,1.702436167,0.75977225,0.753811,0.5035848,0.8,0.667473,0.2738475
FXR1,4.473583,6.2637875,7.693665,5.030861667,7.38615,7.968096,4.0,1.509825,3.0719375
FXR2,0.350540225,1.27592125,2.059228333,1.090718667,1.23587,1.2850792,0.5,0.498684,0.26710825
FXYD1,3.1918,3.5669125,0.191417167,12.49478583,0.1,0.1622878,0.1,0.6002235,0.25535325
FXYD2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
FXYD3,0.302613,0.707392,0.090387267,1.487958333,0.1,0.4316984,0.5,0.1711155,0.2388315
FXYD4,0.1,0.54808725,0.1,0.10765025,0.1,0.198033,0.1,0.1,0.1
FXYD5,2.23980375,1.250331,0.1,0.199729667,0.1,0.5757528,7.2,3.163635,0.24172425
FXYD6,39.219556,23.360275,84.97563333,3.587005583,86.117,20.52667,0.7,19.355,7.881845
FXYD6-FXYD2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
FXYD7,0.1,0.11912525,0.1,0.1,0.1,0.1,0.1,0.143115,0.39456975
FYB,0.235087775,1.831012,0.101585,0.73952075,0.101565,3.002108,33.9,0.2985145,1.9861525
FYCO1,1.0068205,1.09080625,0.917016667,1.244985917,0.219512,0.8567334,0.9,0.78279,0.2762855
FYN,22.722825,17.0285,18.61103333,22.676275,7.48749,10.307604,0.4,3.59988,6.062005
FYTTD1,12.780978,8.4267775,4.232263333,6.029158333,10.686,8.679872,15.4,2.98029,4.7681625
FZD1,2.727165,2.36478425,0.652858,2.813003333,0.386159,0.4096172,4.7,0.352698,0.5831365
FZD10,0.095403525,0.12997585,0.5117533,0.1,0.1,0.1,0.1,0.477177,0.07755435
FZD2,0.326770975,0.1923725,7.56495,1.394480083,0.126633,0.1,0.2,0.2990585,0.070195775
FZD3,5.119865,1.5964925,7.642678333,2.671801667,6.3975,0.8779268,0.1,0.359768,3.3037675
FZD4,0.96077425,0.6845155,0.554727833,2.296631667,0.507859,0.1815382,0.1,2.903775,0.33879075
FZD5,1.57062625,1.9181625,1.324113,0.513215667,0.502563,0.771575,0.3,0.1742865,0.2150845
FZD6,1.5844045,0.63283425,1.408958667,1.556722417,0.449597,0.6596956,0.1,3.577595,0.658938
FZD7,4.0275178,0.87628975,2.697045,1.607074917,0.1,0.104616,0.1,0.257193,0.138588
FZD8,0.38186575,1.079667,7.170391667,5.1632,0.384268,0.158929,0.2,0.740025,0.1522697
FZD9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
FZR1,0.069359275,0.17531985,2.388274833,0.142453167,0.1,0.1,0.1,0.1,0.06013855
G0S2,0.457972,1.18768125,0.094225833,0.773339833,0.925281,0.9988648,4.4,0.1,0.144150825
G2E3,1.102977175,1.427302,2.110241833,0.88006125,1.27458,1.6070788,1.6,0.278549,1.11662225
G3BP1,13.2776425,8.576735,12.21020667,9.212000833,5.11781,6.565746,6.2,4.04815,1.7308475
G3BP2,12.795835,16.74895,17.715855,9.372688333,49.8279,12.63168,19.1,7.308885,12.0780275
G6PC,0.0789941,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09609595
G6PC2,0.0585456,0.18732175,0.1,0.102497417,0.166106,0.2441822,0.1,0.1,0.08097155
G6PC3,3.4643975,4.28286,8.007761667,5.457975833,0.336416,1.0941736,1.4,3.776485,0.172489725
G6PD,0.497645625,0.625875,0.9191015,0.460435167,0.1,0.1176738,0.2,0.293854,0.14061715
GAA,0.24480225,0.39031975,0.976282,0.384455667,0.1,0.1,0.6,0.183849,0.073611075
GAB1,11.66725,22.8303,21.39121667,8.107188333,2.32932,30.73558,4.2,5.843305,4.10191
GAB2,4.1522925,9.721585,5.913983333,3.406369167,1.83323,19.77202,8.5,1.329627,1.22271625
GAB3,0.3248105,0.46931275,0.088769567,0.131354333,0.100834,0.5549174,5.4,0.1973535,0.0991448
GAB4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GABARAP,34.490975,66.7192,53.10471667,78.91725833,84.3378,84.09398,77.5,27.5887,2.39099525
GABARAPL1,4.4203675,18.310375,6.170931667,14.21153667,61.1218,18.47038,18.6,9.19972,6.77345
GABARAPL2,36.920725,75.540125,22.17796833,82.724225,141.198,83.40666,57.9,16.8303,15.609175
GABARAPL3,0.102499,0.172561,0.088231633,0.142331,0.1,0.1,0.1,0.1,0.15098935
GABBR1,3.71026375,4.3125625,1.559503333,10.03107917,6.11688,1.1384566,0.1,0.6299265,1.6401
GABBR1,4.42571275,3.70211,1.510335,8.554085,6.11221,1.0340664,0.1,0.4535965,1.60576425
GABBR1,4.23148025,4.2923,1.798365,9.607845,4.94416,1.0110278,0.1,0.6153985,1.6113145
GABBR1,4.2554025,4.50233,1.773923333,9.5118925,6.04685,1.1562072,0.1,0.598676,1.63755125
GABBR1,3.63353975,4.493245,1.745123333,8.888543333,6.0842,1.0945748,0.1,0.5975015,1.32458
GABBR1,4.19618525,4.478265,1.828038333,9.140223333,5.65003,1.077164,0.1,0.5974535,1.64108925
GABBR1,4.2990905,3.4387125,1.928873333,9.35809,5.47356,1.0772994,0.1,0.610013,1.539984
GABBR2,4.4081505,0.550021,3.284573333,0.4600775,35.4033,0.6352738,0.1,1.5604655,22.581325
GABPA,1.46334325,1.401715,0.9507955,1.651084167,0.1,2.103736,1.8,1.086895,0.825202
GABPB1,1.525125,1.81688,7.049315,0.607365417,2.15687,0.766053,1.4,1.58344,0.4535235
GABPB2,4.3924775,4.84943225,4.52618,5.980636667,3.55588,6.808842,2.3,4.471975,2.4389125
GABRA1,0.1,0.2047606,0.08549565,0.190672083,110.569,0.3491314,0.1,1.8477085,13.4639
GABRA2,9.95486355,12.8501875,0.899732,46.06068333,14.6037,0.754322,0.1,0.6291555,9.2443675
GABRA3,0.390379025,4.2841625,2.5734405,0.654732,11.2894,3.6004646,0.8,0.928651,2.0794725
GABRA4,0.116935445,0.57098175,0.21294795,2.612168583,11.0735,0.1449946,0.1,0.4075465,3.8312425
GABRA5,0.091296075,0.135324675,0.1,0.152299167,15.3264,0.186057,0.1,0.6592445,11.478765
GABRA6,0.1,0.1,0.1,0.1,0.496008,0.1,0.1,0.1,0.098149525
GABRB1,2.34932125,9.8069275,3.345551667,28.91885833,17.0164,1.1009878,0.1,0.9278925,6.3297275
GABRB2,0.07429885,0.42436825,0.781612,0.202206917,63.9207,0.8530052,0.1,2.178025,17.8524
GABRB3,0.650253025,3.0046225,2.591636667,3.487039167,35.3283,3.2391914,0.1,0.7664515,11.67275
GABRD,0.1,0.1,0.1,0.1012945,0.267738,0.1,0.1,0.1217725,0.199599275
GABRE,0.462199975,0.1,0.275004333,0.105386667,1.1662,0.1,0.1,0.3990885,0.1312232
GABRG1,1.881164875,6.1391575,0.618409333,16.889225,5.33844,0.3848532,0.2,0.4368685,3.52826
GABRG2,0.1,0.3311285,0.09876195,0.190581083,69.4988,0.5101686,0.1,1.60988,12.015125
GABRG3,0.105246025,0.14711365,0.1,0.100322333,6.24692,0.1119772,0.1,0.3018935,0.72683225
GABRP,0.1,0.1,0.109811667,0.1,0.1,0.1,0.1,0.1,0.1
GABRQ,0.36513625,0.6975235,0.427550167,0.252035833,0.641058,1.2371554,0.1,0.148225,0.21946665
GABRR1,0.08174405,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.058236475
GABRR2,0.092203575,0.1,0.1,0.104406,0.323732,0.137305,0.1,0.1,0.1
GABRR3,0.1,0.1,0.1,0.101704,0.1,0.1,0.1,0.1,0.1
GAD1,0.8376455,1.8942165,0.226631167,0.683069,113.022,2.8868626,0.1,1.53449,10.1844575
GAD2,0.080215925,0.083223475,0.402340833,0.179141333,77.4168,0.1913026,0.1,0.5248815,5.2574875
GADD45A,51.53277425,9.27428,17.06439333,3.742115,13.2857,3.363542,2.6,5.9837,2.6453575
GADD45B,11.8950875,27.656075,6.16746,26.06535167,11.2807,6.60998,11.9,39.8793,0.39221325
GADD45G,0.097192575,0.456923,2.515130667,0.651231167,0.541929,0.1,0.5,0.7152645,0.164918925
GADD45GIP1,0.5173835,0.33459175,2.977883333,0.286410083,0.1,0.1487394,0.1,0.638808,0.174155
GADL1,0.1,0.081446025,0.1,0.1,0.1,0.1,0.1,0.1,0.088988875
GAGE1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GAGE10,0.1,0.1,0.1,0.13042775,0.1,0.1,0.1,0.1,0.1
GAGE12B,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GAGE12B,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GAGE12C,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GAGE12C,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GAGE12D,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GAGE12D,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GAGE12D,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GAGE12D,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GAGE12D,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GAGE12E,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GAGE12E,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GAGE12F,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GAGE12F,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GAGE12F,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GAGE12H,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GAGE12I,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GAGE12I,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GAGE12I,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GAGE12J,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GAGE13,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GAGE2A,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GAGE2A,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GAGE2B,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GAGE2C,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GAGE2D,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GAGE2E,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GAGE4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GAGE5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GAGE6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GAGE6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GAGE7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GAGE8,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GAK,0.2591025,0.59559225,1.695568667,0.441415167,0.211386,0.2174688,1.2,0.4117425,0.171772125
GAL,1.53205,0.1,0.1,0.1,0.1,0.1,0.1,0.1122605,0.115709
GAL3ST1,0.1,0.16706515,0.1,0.1,0.1,0.1607548,0.1,0.1,0.0973076
GAL3ST2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GAL3ST3,0.139021875,0.1344633,0.2568845,0.172095833,0.588207,0.1931776,0.1,0.1,0.1215404
GAL3ST4,1.4441038,2.22455225,3.007748333,1.013059333,0.1,2.2904392,13.2,0.4876195,0.1104161
GALC,8.595035,16.971725,3.888706667,15.38425833,7.10195,11.832372,3.0,2.12757,3.586975
GALE,0.49240775,0.468629,0.402232833,0.346065083,0.1,0.1614992,0.3,0.173405,0.15314075
GALK1,0.1,0.10719025,0.664583333,0.1,0.1,0.1,0.1,0.1,0.08514315
GALK2,2.18949075,2.06049,0.604657333,1.743385833,2.44117,3.018504,1.4,0.8267055,0.98319875
GALM,0.2953345,0.66484675,0.4273365,0.893888333,0.1,0.166621,0.5,0.173544,0.08027995
GALNS,0.67699275,0.539592,1.193979167,0.623598083,0.638645,0.3716916,0.7,0.437345,0.146424375
GALNT1,6.291695,5.3450575,6.040871667,3.9092975,6.1724,3.619064,8.7,1.504359,1.67312
GALNT10,6.725507,3.8656375,0.5841365,2.32593,0.635405,3.749108,3.8,0.753768,0.65643375
GALNT11,4.553715,4.8437425,4.969251667,4.4824,9.56929,2.540356,3.2,2.63401,3.10894
GALNT12,0.2273285,0.40305775,0.089832633,0.11276225,0.1,0.7286378,0.5,0.1,0.13278495
GALNT13,1.76424225,6.5189775,0.728220333,0.601173083,9.4553,7.01256,0.2,0.1765775,8.073175
GALNT14,0.1,0.073811675,0.215031,0.101744667,1.49062,0.145448,0.1,0.2063605,0.177487875
GALNT2,2.9480005,1.9553695,1.354378333,3.2547825,1.39738,0.9404002,3.0,0.5592065,0.7217905
GALNT3,1.276261,0.23282225,0.789302833,0.131173,0.448842,0.3754806,0.1,0.1,0.17978475
GALNT4,1.00011,1.08226175,0.6742865,0.849706083,0.749405,0.568373,2.4,0.188025,0.1
GALNT5,0.721282,0.108770025,0.0861425,0.1,0.1,0.1,0.1,0.1,0.058177875
GALNT6,0.130643475,2.0891275,0.1,0.1,0.1,0.7557178,0.7,0.1,0.09226185
GALNT7,3.2800925,5.8344225,1.8228835,2.884125833,4.87784,3.28102,1.9,1.270461,2.43075
GALNT8,0.1,0.1221735,0.453345667,0.125121583,0.119148,0.3342368,0.2,0.1,0.243047375
GALNT9,0.1,0.087220425,0.1,0.131382333,0.151519,0.1,0.1,0.1,0.19650765
GALNTL1,0.393455,1.2799235,3.181325,0.890135,0.780072,0.1695002,0.1,0.287243,0.33832475
GALNTL2,4.18980525,3.32460725,0.092593067,0.680537083,0.618362,1.356996,0.1,4.624275,1.30591175
GALNTL4,0.72409775,0.62980975,0.086893083,1.40190525,1.49062,0.1,0.1,1.472123,0.446837
GALNTL5,0.1,0.1,0.1,0.124405417,0.452148,0.2004668,0.1,0.1,0.182109
GALNTL6,0.1,0.064160025,0.582375,0.10026075,3.20881,0.1,0.1,0.1,0.227945125
GALP,0.1,0.1,0.1,0.162006083,0.1,0.1,0.1,0.1,0.091895325
GALR1,1.4843625,0.472332275,0.385269,0.142171167,0.1,0.5399504,0.1,0.1,0.083261375
GALR2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GALR3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GALT,0.80715025,1.6633475,1.863123333,2.099729917,0.820899,0.569477,0.9,0.810575,1.21053
GAMT,0.44299525,0.68666525,0.369834667,0.323249,0.147397,0.30122,0.2,0.412058,0.1373955
GAN,5.0272475,4.3961725,1.971047833,6.263429167,4.34672,1.889098,1.2,0.664287,2.389485
GANAB,10.8680975,8.034445,6.26938,9.268073333,4.73039,3.560446,4.2,4.086475,0.60702925
GANC,1.453467,2.32652725,0.833803333,1.544039167,1.35668,1.986324,3.2,0.4451195,0.73438275
GAP43,50.6711,2.18481975,6.2658,1.150598667,14.7322,2.2752204,0.2,3.39165,11.7731975
GAPDH,353.5477,249.81675,153.8631667,270.9245833,158.116,99.58454,65.8,116.6699,7.8606025
GAPDHS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GAPT,0.10620875,0.104518175,0.1,0.15340325,0.1,0.1910254,1.6,0.102574,0.28719475
GAPVD1,4.3264025,6.076485,3.650588333,4.972279167,5.89029,4.997748,7.6,1.88935,1.9190775
GAR1,2.7372925,0.97598775,7.533413333,1.49711575,4.36044,2.235558,1.6,1.215759,0.88836775
GARNL3,1.040635,3.5735975,2.84857,6.566344167,4.79347,1.122585,1.2,0.335312,1.88438
GARS,14.4455475,6.4512425,18.83606,5.188449167,15.0118,4.201714,6.6,1.77907,5.4687475
GART,5.760325,4.13051,5.544595,4.6219025,5.68326,3.873888,2.3,0.8056635,0.86057425
GAS1,6.306459,1.66346775,2.837485,0.703777417,0.874245,1.3174994,0.1,0.1078605,0.069240225
GAS2,0.290717625,0.8766815,0.455759433,0.816422083,0.506004,0.6636074,0.1,0.234152,0.80123275
GAS2L1,0.62919125,0.436541,1.273495,1.4332345,0.296267,0.151197,0.1,0.430372,0.26739125
GAS2L2,0.089899225,0.13700945,0.086259683,0.1,0.1,0.1,0.1,0.100591,0.1
GAS2L3,4.0800875,0.4441265,12.14294667,0.152410417,0.8657,0.4169298,1.4,0.13298,0.383241
GAS5,20.18,19.353425,11.88138333,9.8388125,18.7401,46.0492,21.9,14.5878,2.3820825
GAS6,0.09054615,0.084614475,0.447153167,0.195386,0.233768,0.1092582,0.7,0.563891,0.066295275
GAS7,11.3226975,15.8384025,2.1359425,1.8785555,22.7826,16.94574,1.1,1.5653745,7.359055
GAS8,0.83300475,0.54411025,1.97306,0.896753667,0.461235,0.148315,0.1,0.234797,0.48774825
GAST,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GATA1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GATA2,0.085028375,0.1,0.269042,0.1,0.1,0.1,0.1,2.55714,0.0568919
GATA3,0.0828227,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GATA4,0.232527625,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GATA5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GATA6,0.11954125,0.1,0.093328083,0.1,0.1,0.1,0.1,0.1,0.1
GATAD1,3.4852065,4.57845,2.9018435,3.383845,1.70822,2.313,3.9,1.2200475,1.1487605
GATAD2A,1.3631795,1.039341,3.61138,0.779567417,0.375986,0.3182354,0.9,0.7152055,0.198677675
GATAD2B,14.4646375,11.166795,15.60626667,6.862970833,7.62588,9.10631,4.8,3.93571,2.823195
GATC,5.5762375,3.83878,5.308495,4.201351667,5.991,4.517668,3.1,2.246225,2.6336925
GATM,84.808525,49.96315,20.84747833,74.07676667,6.79523,37.44042,52.6,2.926665,11.091705
GATS,9.4660525,16.708275,16.36068667,10.56628417,7.36445,28.90884,0.7,2.254445,4.0008025
GATSL1,0.2108145,0.715424,1.57951,0.808806083,0.148769,0.2135202,0.1,0.2091975,0.2185054
GATSL2,0.24737425,0.76236875,2.580811667,0.929611167,0.446307,0.2877558,0.1,0.2890145,0.25717525
GATSL3,0.33724145,0.603439575,0.089143717,1.91733725,0.325818,0.1,0.2,0.4451975,0.17419
GBA,5.4216625,5.09328,1.474263333,6.034183333,1.46365,1.623941,2.7,2.484175,0.53173925
GBA2,1.52892425,2.1507575,3.084228333,2.969955,1.44494,0.6783334,0.1,1.78999,0.695621
GBA3,0.12044025,0.1,0.104512833,0.1,0.1,0.1,0.1,0.1,0.1
GBAP1,0.691791,0.69122825,0.326896333,0.674917,0.565482,0.2584842,0.3,0.3974605,0.3722015
GBAS,20.984125,10.764255,10.02608333,23.85440833,17.6534,6.447796,6.3,3.091585,7.032415
GBE1,9.25093025,1.614365,0.822862167,1.296480833,2.92967,1.965064,4.4,0.756705,0.51507575
GBF1,3.9502825,4.3919075,6.916825,5.508550833,5.29606,1.915108,2.5,1.460605,0.94125675
GBGT1,0.10874925,0.10363265,0.1,0.1791595,0.1,0.1129806,0.5,0.1250925,0.062383775
GBP1,19.94550973,0.92796875,0.1,1.208033833,0.241661,0.4837242,4.0,3.469215,0.4709305
GBP1P1,0.49131975,0.1,0.1,0.104954167,0.1,0.1,0.1,0.7324945,0.097558025
GBP2,10.5814175,4.1279455,0.1039755,0.459370333,0.864182,1.456826,44.4,2.752605,0.49899275
GBP3,8.9083853,0.5269455,0.3982491,0.603148083,0.1,0.3019078,2.7,0.9723615,0.58020025
GBP4,0.50640775,0.18210615,0.083486964,0.185385083,0.192191,0.2675506,1.2,9.747975,0.53792125
GBP5,1.05557125,0.075838975,0.205485258,0.1,0.183614,0.1,0.6,0.1,0.1143127
GBP6,0.0839797,0.1,0.102716167,0.1,0.1,0.1,0.1,0.1,0.062338998
GBP7,0.2435669,0.12337405,0.1,0.121551583,0.1,0.1,0.1,0.1,0.065657675
GBX1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GBX2,0.11767025,0.1,0.105209667,0.1,0.1,0.1,0.1,0.1,0.1
GC,0.1,0.1,0.1,0.102409333,0.1,0.1,0.1,0.1,0.1134785
GCA,1.492118,3.28239,3.182425167,0.88434125,2.80661,4.18846,2.6,0.6758,1.32655325
GCAT,0.334571975,0.41700025,0.115033667,0.5715555,0.1,0.1039164,0.1,0.1,0.140258
GCC1,1.309349,1.316755,1.8498165,1.052247333,1.74732,1.0666148,2.1,0.527779,0.137530725
GCC2,2.647115,2.8296125,1.9074385,3.439948333,9.81277,5.35992,4.9,2.63511,18.84165
GCDH,1.5332755,1.682047,0.677258333,2.410241667,0.142504,0.7832412,0.6,0.240609,0.2431922
GCET2,0.0523937,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.082701275
GCFC1,4.93085,5.676515,8.9589,2.177053083,3.82366,3.78395,4.1,0.5704115,1.9046075
GCFC1-AS1,0.847628,1.249145,0.972103333,1.528482667,1.50661,1.724604,1.2,0.217952,0.449522
GCFC2,3.309022,3.0028625,3.455511667,3.354745833,4.18547,3.826496,1.3,2.052375,2.723225
GCG,0.129467,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GCGR,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GCH1,0.91347425,0.59013525,0.979198333,0.229687833,2.01748,0.3848028,7.3,1.68372,0.47570075
GCHFR,0.1,0.1,0.132237167,0.10291675,0.1,0.1,0.1,0.1,0.097473625
GCK,0.20943575,0.144545975,0.1,0.116531,0.1,0.1,0.1,0.1,0.079402575
GCKR,0.10878775,0.084377075,0.091629567,0.130953667,0.1,0.1,0.1,0.1,0.114543
GCLC,2.803024,9.6029925,1.499816333,6.311895833,3.64781,8.434058,2.5,1.167468,2.0821
GCLM,2.91082325,1.0642185,1.705158333,2.775465833,1.19813,0.6976994,0.9,0.6043215,0.83817225
GCM1,0.08815055,0.13141555,0.1,0.1,0.1,0.1,0.1,0.1,0.07883955
GCM2,0.08407685,0.120462225,0.1,0.196975667,0.106341,0.1,0.1,0.1,0.146234325
